,T_Const,primaryTitle,movieId,tsne_score
1235,109813,The Flintstones,2019,14.978263
1236,240462,Dr. Dolittle 2,5267,14.9821615
1237,116756,Kazaam,2728,14.993003
1238,71853,Monty Python and the Holy Grail,380,16.080797
1239,81633,Time Bandits,552,16.091978
1240,1054606,The Imaginarium of Doctor Parnassus,81564,16.092094
1241,96764,The Adventures of Baron Munchausen,1247,16.093943
1242,101452,Bill & Ted's Bogus Journey,1378,16.097408
1243,158983,"South Park: Bigger, Longer & Uncut",4014,16.74329
1244,185431,Little Nicky,4499,16.765291
1245,231775,Down to Earth,5135,16.766298
1246,230030,Bedazzled,5108,16.771511
1247,106220,Addams Family Values,1682,16.773338
1248,101272,The Addams Family,1374,16.773579
1249,315327,Bruce Almighty,7162,16.774742
1250,1245492,This Is the End,90405,16.775354
1251,119528,Liar Liar,3159,16.777578
1252,94721,Beetlejuice,1204,16.78162
1253,104070,Death Becomes Her,1537,17.700533
1254,99700,Gremlins 2: The New Batch,1320,17.702955
1255,138510,Idle Hands,3824,17.705286
1256,94332,The Witches of Eastwick,1200,17.706083
1257,281686,Bubba Ho-Tep,6535,17.706799
1258,117826,Bordello of Blood,2901,17.709953
1259,116365,The Frighteners,2699,17.710854
1260,112896,Dracula: Dead and Loving It,2340,17.711107
1261,87363,Gremlins,838,17.711887
1262,83767,Creepshow,616,17.713263
1263,97428,Ghostbusters II,1262,18.7978
1264,103893,Buffy the Vampire Slayer,1513,18.802671
1265,245803,Bulletproof Monk,5459,18.804377
1266,132347,Mystery Men,3744,18.804855
1267,87332,Ghostbusters,837,18.809122
1268,1077258,Planet Terror,82459,18.81678
1269,446029,Scott Pilgrim vs. the World,53953,18.818235
1270,286112,Shaolin Soccer,6552,18.818308
1271,373074,Kung Fu Hustle,36401,18.819399
1272,105477,Stop! Or My Mom Will Shoot,1645,19.949093
1273,111512,The Legend of Drunken Master,2160,19.95184
1274,117723,Spy Hard,2867,19.95253
1275,107144,Hot Shots! Part Deux,1792,19.952852
1276,118708,Beverly Hills Ninja,2989,19.953108
1277,102059,Hot Shots!,1408,19.953476
1278,960144,You Don't Mess with the Zohan,72226,19.954447
1279,372588,Team America: World Police,34437,19.954931
1280,3079380,Spy,142488,19.955711
1281,1001526,Megamind,78105,19.981625
1282,322802,Jackass: The Movie,7438,19.986181
1283,425112,Hot Fuzz,49530,20.025616
1284,942385,Tropic Thunder,71464,20.069832
1285,139414,Lake Placid,3852,20.587383
1286,1156398,Zombieland,86882,20.599594
1287,120148,Sliding Doors,3248,21.917606
1288,218967,The Family Man,5025,21.919044
1289,102250,L.A. Story,1411,21.920588
1290,110074,The Hudsucker Proxy,2054,21.921299
1291,117128,Mystery Science Theater 3000: The Movie,2796,21.921686
1292,120789,Pleasantville,3462,21.922747
1293,256380,Shallow Hal,5690,21.923244
1294,96061,Scrooged,1230,21.923399
1295,94737,Big,1206,21.923613
1296,354899,The Science of Sleep,8972,21.923904
1297,101889,The Fisher King,1396,21.924112
1298,116669,Jack,2717,21.924744
1299,117038,Michael,2779,21.925667
1300,120601,Being John Malkovich,3298,21.925732
1301,420223,Stranger Than Fiction,48783,21.927328
1302,389860,Click,44665,21.927746
1303,2194499,About Time,117590,21.932566
1304,107048,Groundhog Day,1772,21.934202
1305,42546,Harvey,65,21.944353
1306,89457,Ladyhawke,951,23.788277
1307,107131,Homeward Bound: The Incredible Journey,1784,23.788443
1308,87755,The Muppets Take Manhattan,858,23.788494
1309,65988,Little Big Man,314,23.788872
1310,120655,Dogma,3359,23.78936
1311,181875,Almost Famous,4366,23.78963
1312,120669,Fear and Loathing in Las Vegas,3386,23.789892
1313,311289,Holes,7147,23.790451
1314,120783,The Parent Trap,3451,23.79065
1315,825232,The Bucket List,66203,23.791315
1316,245686,Joe Dirt,5445,23.791727
1317,120595,Babe: Pig in the City,3275,23.791763
1318,838221,The Darjeeling Limited,68319,23.791779
1319,359950,The Secret Life of Walter Mitty,27801,23.792171
1320,105629,Toys,1663,23.793047
1321,95270,Hairspray,1217,25.386162
1322,39628,Miracle on 34th Street,47,25.386322
1323,156812,My Dog Skip,4008,25.386366
1324,327137,Secondhand Lions,7482,25.386385
1325,83564,Annie,609,25.386766
1326,104940,The Muppet Christmas Carol,1608,25.386938
1327,104868,The Mighty Ducks,1603,25.387133
1328,108037,The Sandlot,1916,25.387236
1329,111070,The Santa Clause,2126,25.387396
1330,94137,Three Men and a Baby,1197,25.387527
1331,112431,Babe,2245,25.387537
1332,116493,Harriet the Spy,2707,25.387882
1333,103786,Beethoven,1483,25.387993
1334,822832,Marley & Me,65261,25.389116
1335,1596363,The Big Short,104374,26.668653
1336,125664,Man on the Moon,3654,26.66981
1337,1675434,The Intouchables,108190,26.670134
1338,93105,"Good Morning, Vietnam",1124,26.670345
1339,129290,Patch Adams,3701,26.6704
1340,119951,Private Parts,3210,26.670404
1341,305206,American Splendor,6936,26.67053
1342,110428,The Madness of King George,2082,26.67111
1343,109707,Ed Wood,2012,26.672995
1344,110877,The Postman,2115,26.67381
1345,99334,Cyrano de Bergerac,1295,27.508272
1346,138097,Shakespeare in Love,3812,27.510376
1347,120382,The Truman Show,3268,27.715576
1348,2562232,Birdman or (The Unexpected Virtue of Ignorance),134368,27.80465
1349,467406,Juno,56782,27.880608
1350,449059,Little Miss Sunshine,54001,27.895306
1351,335266,Lost in Translation,8640,27.952242
1352,2361509,The Intern,122912,28.019796
1353,458352,The Devil Wears Prada,55442,28.027979
1354,1033575,The Descendants,80463,28.076305
1355,427944,Thank You for Smoking,50068,28.274117
1356,265666,The Royal Tenenbaums,5989,28.284994
1357,1019452,A Serious Man,79293,28.313217
1358,427327,Hairspray,49651,28.415573
1359,268126,Adaptation.,6188,28.450455
1360,286244,The Triplets of Belleville,6564,28.518373
1361,340377,The Station Agent,8873,28.669115
1362,257360,About Schmidt,5810,28.776133
1363,332375,Saved!,8464,28.794926
1364,162346,Ghost World,4025,28.881084
1365,273923,Orange County,6294,28.90713
1366,142342,Big Daddy,3910,28.907667
1367,280760,Igby Goes Down,6503,28.920942
1368,191754,28 Days,4701,28.9706
1369,131369,Edtv,3740,29.00339
1370,120202,State and Main,3259,29.024391
1371,185014,Wonder Boys,4448,29.106434
1372,126250,Cookie's Fortune,3671,29.109606
1373,119942,Primary Colors,3203,29.130928
1374,112571,Boys on the Side,2273,29.201221
1375,110971,Renaissance Man,2123,29.2085
1376,114682,"To Wong Foo, Thanks for Everything! Julie Newmar",2490,29.264479
1377,110771,The Paper,2114,29.331663
1378,120885,Wag the Dog,3508,29.368982
1379,119164,The Full Monty,3083,29.400448
1380,117802,Swingers,2890,29.514647
1381,113118,Friday,2367,29.586367
1382,147612,Happiness,3988,29.589254
1383,107614,Mrs. Doubtfire,1876,29.673756
1384,110598,Muriel's Wedding,2094,29.706375
1385,114478,Smoke,2468,29.739601
1386,114906,Welcome to the Dollhouse,2533,29.740757
1387,103850,Bob Roberts,1485,29.770544
1388,110684,Nobody's Fool,2109,29.77297
1389,113677,Living in Oblivion,2405,29.81581
1390,89017,Desperately Seeking Susan,924,29.941067
1391,98067,Parenthood,1278,30.067654
1392,117589,Secrets & Lies,2826,30.092245
1393,100519,Rosencrantz & Guildenstern Are Dead,1367,30.123798
1394,108122,Short Cuts,1923,30.126587
1395,85970,Mr. Mom,761,30.312923
1396,97123,Crimes and Misdemeanors,1254,30.494074
1397,97216,Do the Right Thing,1259,30.552023
1398,93748,"Planes, Trains & Automobiles",1178,30.562082
1399,85244,The Big Chill,737,30.578619
1400,83833,Diner,637,30.623987
1401,83929,Fast Times at Ridgemont High,648,30.638462
1402,86425,Terms of Endearment,788,30.666016
1403,91167,Hannah and Her Sisters,1041,30.671947
1404,91288,Jean de Florette,1059,30.711588
1405,97165,Dead Poets Society,1257,30.770578
1406,88847,The Breakfast Club,919,30.80558
1407,78841,Being There,500,30.868946
1408,69704,American Graffiti,353,30.921997
1409,61735,Guess Who's Coming to Dinner,260,31.017887
1410,31679,Mr. Smith Goes to Washington,18,31.103199
1411,412019,Broken Flowers,47200,31.605738
1412,280707,Gosford Park,6502,31.607647
1413,108149,Six Degrees of Separation,1945,31.608341
1414,88933,Cocoon,922,31.672192
1415,182789,Bicentennial Man,4368,31.672653
1416,101410,Barton Fink,1376,31.875685
1417,115798,The Cable Guy,2605,31.876682
1418,78902,Breaking Away,502,32.30772
1419,104694,A League of Their Own,1588,32.31128
1420,283509,No Man's Land,6539,32.432602
1421,66026,MASH,315,32.438892
1422,48380,Mister Roberts,141,32.439278
1423,32553,The Great Dictator,21,32.440388
1424,146882,High Fidelity,3984,33.550446
1425,372824,The Chorus,35836,33.551575
1426,117615,Shall We Dance?,2840,33.551582
1427,101605,The Commitments,1385,33.551716
1428,248845,Hedwig and the Angry Inch,5507,33.551746
1429,133189,SLC Punk!,3753,33.552235
1430,105488,Strictly Ballroom,1653,33.55244
1431,117887,That Thing You Do!,2908,33.552517
1432,200550,Coyote Ugly,4855,33.55264
1433,105415,Singles,1639,33.552925
1434,112950,Empire Records,2346,33.553017
1435,257106,Scary Movie 2,5791,34.975246
1436,1465522,Tucker and Dale vs Evil,102123,34.979595
1437,365748,Shaun of the Dead,31696,34.983578
1438,106308,Army of Darkness,1690,34.986794
1439,100814,Tremors,1372,34.98698
1440,93437,The Lost Boys,1172,34.987247
1441,92991,Evil Dead II,1103,34.988064
1442,82010,An American Werewolf in London,553,34.98863
1443,91419,Little Shop of Horrors,1077,35.371624
1444,73629,The Rocky Horror Picture Show,415,35.38079
1445,2557490,A Million Ways to Die in the West,134130,36.0748
1446,109439,City Slickers II: The Legend of Curly's Gold,1997,36.075485
1447,101587,City Slickers,1381,36.077267
1448,92086,Three Amigos!,1092,36.077667
1449,71230,Blazing Saddles,373,36.082706
1450,82517,History of the World: Part I,592,36.563896
1451,85959,The Meaning of Life,750,36.571487
1452,58182,A Hard Day's Night,232,36.573185
1453,23969,Duck Soup,9,36.585823
1454,83131,Stripes,597,36.846905
1455,81375,Private Benjamin,542,36.84712
1456,57012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,218,36.850266
1457,29947,Bringing Up Baby,16,37.435318
1458,63374,The Odd Couple,273,37.549377
1459,66765,And Now for Something Completely Different,317,37.5749
1460,66808,Bananas,318,37.596527
1461,72431,Young Frankenstein,383,37.614845
1462,68555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,345,37.625538
1463,77975,National Lampoon's Animal House,490,37.702427
1464,79470,Life of Brian,509,37.73763
1465,79367,The Jerk,507,37.746674
1466,80339,Airplane!,531,37.757107
1467,80319,9 to 5,529,37.81057
1468,86465,Trading Places,798,37.901505
1469,87928,Police Academy,899,38.068825
1470,84522,Porky's,707,38.069267
1471,91042,Ferris Bueller's Day Off,1033,38.07703
1472,88000,Revenge of the Nerds,903,38.08892
1473,91541,The Money Pit,1078,38.311333
1474,97958,National Lampoon's Christmas Vacation,1277,38.42268
1475,98554,Uncle Buck,1285,38.503216
1476,109508,Crumb,2005,38.58188
1477,106677,Dazed and Confused,1732,38.7107
1478,103241,What About Bob?,1466,38.738407
1479,109445,Clerks,2001,38.75016
1480,107507,Manhattan Murder Mystery,1845,38.802803
1481,118111,Waiting for Guffman,2947,38.95348
1482,334405,Spellbound,8623,39.030094
1483,109686,Dumb and Dumber,2011,39.066135
1484,151804,Office Space,4002,39.084408
1485,166396,Waking Ned Devine,4144,39.1047
1486,115685,The Birdcage,2583,39.159023
1487,218839,Best in Show,5015,39.16491
1488,109040,Ace Ventura: Pet Detective,1963,39.37548
1489,116768,Kids in the Hall: Brain Candy,2731,39.428608
1490,829482,Superbad,67087,39.685226
1491,1119646,The Hangover,84772,39.688885
1492,163651,American Pie,4039,39.694546
1493,424345,Clerks II,49278,39.69942
1494,443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,53121,39.76967
1495,377092,Mean Girls,38038,39.837955
1496,357413,Anchorman: The Legend of Ron Burgundy,26662,39.846786
1497,1637725,Ted,106002,39.94958
1498,302886,Old School,6888,39.971764
1499,838283,Step Brothers,68358,40.109367
1500,374900,Napoleon Dynamite,37384,40.132915
1501,430922,Role Models,51086,40.24116
1502,1411697,The Hangover Part II,97938,40.25878
1503,261392,Jay and Silent Bob Strike Back,5902,40.320637
1504,1645170,The Dictator,106487,40.4484
1505,2004420,Neighbors,115210,40.478146
1506,348333,Waiting...,8957,40.49946
1507,356150,EuroTrip,8983,40.53192
1508,113101,Four Rooms,2360,40.574482
1509,183505,"Me, Myself & Irene",4369,40.58308
1510,1229340,Anchorman 2: The Legend Continues,89774,40.604763
1511,196229,Zoolander,4776,40.66858
1512,356721,I Heart Huckabees,8984,40.68996
1513,384793,Accepted,41566,40.76214
1514,116324,Flirting with Disaster,2692,40.79023
1515,252866,American Pie 2,5630,40.80834
1516,215129,Road Trip,4993,40.83629
1517,328828,American Wedding,8366,40.901817
1518,305224,Anger Management,6942,41.002724
1519,131325,Bowfinger,3735,41.05586
1520,175142,Scary Movie,4308,41.084908
1521,116313,The First Wives Club,2688,41.384525
1522,112508,Billy Madison,2268,41.43165
1523,120032,Romy and Michele's High School Reunion,3243,41.478592
1524,115697,Black Sheep,2596,41.63137
1525,101757,Don't Tell Mom the Babysitter's Dead,1391,41.63376
1526,124819,Orgazmo,3639,41.715096
1527,95188,Funny Farm,1215,41.728424
1528,116130,Down Periscope,2643,41.741924
1529,112572,The Brady Bunch Movie,2278,41.757965
1530,109370,Canadian Bacon,1994,41.91926
1531,110066,Houseguest,2053,41.92428
1532,97778,Look Who's Talking,1274,41.92922
1533,104187,Encino Man,1544,41.98744
1534,117608,Sgt. Bilko,2827,41.99618
1535,89822,Police Academy 2: Their First Assignment,968,42.040585
1536,277371,Not Another Teen Movie,6378,42.1061
1537,306047,Scary Movie 3,6947,42.3184
1538,107478,Made in America,1833,42.45238
1539,377818,The Dukes of Hazzard,38061,42.49312
1540,362120,Scary Movie 4,30749,42.496983
1541,333780,"Legally Blonde 2: Red, White & Blonde",8622,42.554787
1542,115683,Bio-Dome,2581,42.578392
1543,329028,Dumb and Dumberer: When Harry Met Lloyd,8368,42.618477
1544,437863,The Benchwarmers,52604,43.747047
1545,445934,Blades of Glory,53894,43.748165
1546,120484,The Waterboy,3270,43.748417
1547,80487,Caddyshack,534,43.74867
1548,364725,Dodgeball: A True Underdog Story,31658,43.748894
1549,415306,Talladega Nights: The Ballad of Ricky Bobby,48082,43.749104
1550,191397,The Replacements,4700,43.74919
1551,131857,BASEketball,3741,43.749264
1552,97815,Major League,1276,43.75034
1553,105812,White Men Can't Jump,1680,43.75055
1554,116483,Happy Gilmore,2706,43.750576
1555,116778,Kingpin,2735,43.750763
1556,457510,Nacho Libre,55276,44.176144
1557,84021,Grease 2,663,44.96166
1558,108525,Wayne's World 2,1960,45.049744
1559,310281,A Mighty Wind,7090,45.052002
1560,332379,School of Rock,8528,45.052673
1561,109045,"The Adventures of Priscilla, Queen of the Desert",1965,45.053093
1562,88258,This Is Spinal Tap,912,45.053307
1563,105793,Wayne's World,1676,45.05387
1564,63462,The Producers,277,45.053963
1565,78446,Up in Smoke,492,45.054577
1566,105417,Sister Act,1641,45.614193
1567,108147,Sister Act 2: Back in the Habit,1944,45.618164
1568,106400,The Beverly Hillbillies,1704,46.16428
1569,119432,Jungle 2 Jungle,3148,46.167114
1570,110989,Richie Rich,2124,46.16814
1571,100419,Problem Child,1357,46.168552
1572,85334,A Christmas Story,741,46.175785
1573,99785,Home Alone,1327,46.177708
1574,96283,My Neighbor Totoro,1234,46.22101
1575,91949,Short Circuit,1088,46.802414
1576,119137,Flubber,3081,46.806828
1577,327162,The Stepford Wives,7569,47.325607
1578,242423,"Dude, Where's My Car?",5308,47.401367
1579,255798,The Animal,5679,47.442562
1580,106598,Coneheads,1722,47.44662
1581,1231587,Hot Tub Time Machine,89864,47.450638
1582,251075,Evolution,5608,47.45098
1583,83530,Airplane II: The Sequel,608,47.454075
1584,116996,Mars Attacks!,2763,47.455147
1585,70707,Sleeper,368,47.461784
1586,387808,Idiocracy,44191,48.560673
1587,371724,The Hitchhiker's Guide to the Galaxy,34150,48.56337
1588,86856,The Adventures of Buckaroo Banzai Across the 8th Dimension,801,48.564148
1589,1092026,Paul,83349,48.56865
1590,177789,Galaxy Quest,4321,48.570293
1591,99088,Back to the Future Part III,1293,48.575855
1592,94012,Spaceballs,1194,48.57626
1593,96874,Back to the Future Part II,1249,48.576714
1594,88763,Back to the Future,914,48.579575
1595,96928,Bill & Ted's Excellent Adventure,1251,49.4238
1596,118655,Austin Powers: International Man of Mystery,2968,49.76582
1597,366551,Harold & Kumar Go to White Castle,32031,49.76662
1598,85995,National Lampoon's Vacation,762,49.77004
1599,481536,Harold & Kumar Escape from Guantanamo Bay,59387,49.7701
1600,114694,Tommy Boy,2496,49.771988
1601,80801,The Gods Must Be Crazy,539,49.772278
1602,89670,National Lampoon's European Vacation,954,49.77749
1603,107977,Robin Hood: Men in Tights,1909,49.814663
1604,65938,Kelly's Heroes,308,49.817665
1605,113497,Jumanji,2395,51.682003
1606,106611,Cool Runnings,1726,51.682655
1607,102057,Hook,1407,51.682945
1608,89218,The Goonies,933,51.685448
1609,89791,Pee-wee's Big Adventure,965,51.68547
1610,91059,Flight of the Navigator,1035,51.686356
1611,319343,Elf,7361,51.6875
1612,339291,A Series of Unfortunate Events,8865,51.689697
1613,79588,The Muppet Movie,519,51.69035
1614,477347,Night at the Museum,58047,51.69536
1615,367594,Charlie and the Chocolate Factory,32587,51.702007
1616,118689,Bean,2986,51.705162
1617,960731,Bedtime Stories,72378,51.70568
1618,97523,"Honey, I Shrunk the Kids",1267,51.705887
1619,81353,Popeye,541,51.706562
1620,48960,Around the World in 80 Days,147,51.70673
1621,61584,Doctor Dolittle,256,51.709866
1622,104437,"Honey, I Blew Up the Kid",1573,51.710606
1623,108255,Super Mario Bros.,1954,51.712627
1624,267913,Scooby-Doo,6157,51.713264
1625,164912,Stuart Little,4085,51.728428
1626,116705,Jingle All the Way,2723,51.737152
1627,110443,Major Payne,2083,51.739803
1628,118755,The Borrowers,2995,51.743008
1629,116552,Homeward Bound II: Lost in San Francisco,2710,51.746037
1630,110213,The Jungle Book,2065,52.889973
1631,70735,The Sting,371,54.501858
1632,887883,Burn After Reading,69644,54.50556
1633,780536,In Bruges,62999,54.50625
1634,105151,The Player,1616,54.506416
1635,90967,Down by Law,1032,54.506714
1636,307987,Bad Santa,6993,54.50687
1637,325805,Matchstick Men,7445,54.506947
1638,120780,Out of Sight,3450,54.50842
1639,120906,Zero Effect,3543,54.50843
1640,105435,Sneakers,1644,54.50887
1641,110955,The Ref,2122,54.508884
1642,115734,Bottle Rocket,2598,54.50913
1643,120241,Suicide Kings,3260,54.509575
1644,117765,Striptease,2872,54.512177
1645,114681,To Die For,2485,54.512783
1646,86200,Risky Business,783,54.51329
1647,98536,Turner & Hooch,1284,54.51376
1648,171580,Nurse Betty,4246,54.514065
1649,266452,Death to Smoochy,5992,54.5143
1650,104431,Home Alone 2: Lost in New York,1569,56.481693
1651,236493,The Mexican,5218,56.482185
1652,115433,101 Dalmatians,2541,56.48315
1653,92513,Adventures in Babysitting,1095,56.483486
1654,112281,Ace Ventura: When Nature Calls,2194,56.483974
1655,82474,The Great Muppet Caper,589,56.484165
1656,98627,Weekend at Bernie's,1287,56.48484
1657,190590,"O Brother, Where Art Thou?",4677,56.4856
1658,2278388,The Grand Budapest Hotel,122886,56.48618
1659,54135,Ocean's Eleven,173,57.403427
1660,109068,Airheads,1967,57.414528
1661,86373,Strange Brew,785,57.76617
1662,1587707,Exit Through the Gift Shop,103772,57.903084
1663,299658,Chicago,6867,57.964443
1664,65063,Take the Money and Run,300,58.595333
1665,91877,Ruthless People,1086,58.620064
1666,100212,My Blue Heaven,1345,58.625126
1667,96320,Twins,1235,58.630516
1668,97493,Heathers,1265,58.641373
1669,102510,The Naked Gun 2½: The Smell of Fear,1416,58.642765
1670,95031,Dirty Rotten Scoundrels,1213,58.64328
1671,106292,Another Stakeout,1688,58.64539
1672,110622,Naked Gun 33 1/3: The Final Insult,2096,58.645565
1673,93822,Raising Arizona,1186,58.647182
1674,109348,Bullets Over Broadway,1991,58.655426
1675,120693,Half Baked,3408,58.656578
1676,95159,A Fish Called Wanda,1214,58.659653
1677,101700,Delicatessen,1388,58.6607
1678,195234,Saving Grace,4718,58.66158
1679,196216,Small Time Crooks,4734,58.661686
1680,104952,My Cousin Vinny,1610,58.667366
1681,139239,Go,3836,58.66794
1682,95705,The Naked Gun: From the Files of Police Squad!,1222,58.668243
1683,190138,The Whole Nine Yards,4641,58.67049
1684,122933,Analyze This,3623,58.670837
1685,335438,Starsky & Hutch,8644,58.691376
1686,369441,Fun with Dick and Jane,33679,58.695362
1687,2170439,Horrible Bosses 2,117176,58.738663
1688,1931533,Seven Psychopaths,112556,58.74478
1689,1499658,Horrible Bosses,102903,58.77858
1690,1723121,We're the Millers,109487,58.791077
1691,118715,The Big Lebowski,2990,58.918472
1692,208092,Snatch,4896,58.96163
1693,405296,A Scanner Darkly,46335,59.37048
1694,993846,The Wolf of Wall Street,76293,59.41122
1695,247745,Super Troopers,5505,60.192944
1696,373469,Kiss Kiss Bang Bang,36517,60.193295
1697,89155,Fletch,928,60.193974
1698,88930,Clue,920,60.19408
1699,72081,The Return of the Pink Panther,381,60.196922
1700,83798,Dead Men Don't Wear Plaid,631,60.20354
1701,113161,Get Shorty,2369,61.210438
1702,115438,2 Days in the Valley,2542,61.211105
1703,111127,Serial Mom,2134,61.211197
1704,124198,Very Bad Things,3633,61.215153
1705,335245,The Ladykillers,8638,61.215584
1706,106873,Fatal Instinct,1748,61.216167
1707,36613,Arsenic and Old Lace,39,61.22328
1708,115509,All Dogs Go to Heaven 2,2565,62.943413
1709,116683,James and the Giant Peach,2719,62.94729
1710,347149,Howl's Moving Castle,8949,62.95077
1711,245429,Spirited Away,5418,62.950775
1712,92067,Castle in the Sky,1091,62.95153
1713,910970,WALL·E,70286,62.952244
1714,97814,Kiki's Delivery Service,1275,62.953617
1715,53285,Sleeping Beauty,165,62.95608
1716,46183,Peter Pan,104,62.957413
1717,29583,Snow White and the Seven Dwarfs,15,62.961308
1718,32910,Pinocchio,24,64.70145
1719,43274,Alice in Wonderland,76,64.74308
1720,48280,Lady and the Tramp,140,64.76538
1721,55254,One Hundred and One Dalmatians,186,64.79526
1722,57546,The Sword in the Stone,230,64.82188
1723,61852,The Jungle Book,262,64.83553
1724,63823,Yellow Submarine,282,64.85944
1725,65421,The Aristocats,306,64.89901
1726,66817,Bedknobs and Broomsticks,319,64.92398
1727,70608,Robin Hood,366,64.93782
1728,76618,The Rescuers,457,65.0919
1729,76538,Pete's Dragon,455,65.13688
1730,90633,An American Tail,1025,65.59272
1731,95776,Oliver & Company,1225,65.70913
1732,96787,All Dogs Go to Heaven,1248,65.77566
1733,96438,Who Framed Roger Rabbit,1240,65.8451
1734,97757,The Little Mermaid,1273,65.929146
1735,104652,Porco Rosso,1584,66.00353
1736,103639,Aladdin,1474,66.15959
1737,113198,A Goofy Movie,2375,66.24037
1738,115641,Beavis and Butt-Head Do America,2572,66.32782
1739,117705,Space Jam,2863,66.48527
1740,119282,Hercules,3107,66.55543
1741,120762,Mulan,3440,66.62242
1742,120587,Antz,3273,66.63251
1743,120623,A Bug's Life,3307,66.71024
1744,120855,Tarzan,3503,66.73249
1745,138749,The Road to El Dorado,3827,66.74111
1746,120917,The Emperor's New Groove,3578,66.79504
1747,120630,Chicken Run,3316,66.82007
1748,275847,Lilo & Stitch,6333,67.029976
1749,307453,Shark Tale,6953,67.2108
1750,358082,Robots,26776,67.282295
1751,338348,The Polar Express,8807,67.30272
1752,366548,Happy Feet,31878,67.36563
1753,413267,Shrek the Third,47610,67.41287
1754,327084,Over the Hedge,7458,67.43961
1755,396555,Meet the Robinsons,45186,67.44993
1756,312004,Wallace & Gromit: The Curse of the Were-Rabbit,7151,67.51038
1757,479952,Madagascar: Escape 2 Africa,59258,67.568756
1758,438097,Ice Age: The Meltdown,52722,67.63874
1759,397892,Bolt,45447,67.64385
1760,461770,Enchanted,56145,67.71215
1761,2293640,Minions,122892,67.74636
1762,780521,The Princess and the Frog,62849,67.76223
1763,844471,Cloudy with a Chance of Meatballs,68791,67.787636
1764,1080016,Ice Age: Dawn of the Dinosaurs,82461,67.81217
1765,351283,Madagascar,8969,68.032394
1766,837562,Hotel Transylvania,68237,68.05183
1767,876563,Ponyo,69406,68.06425
1768,462538,The Simpsons Movie,56171,68.2912
1769,317219,Cars,7254,68.433525
1770,2277860,Finding Dory,122882,68.50972
1771,1217209,Brave,88810,68.5125
1772,1453405,Monsters University,99112,68.59188
1773,298148,Shrek 2,6807,68.61879
1774,432283,Fantastic Mr. Fox,51412,68.63678
1775,1690953,Despicable Me 2,108932,68.68289
1776,268380,Ice Age,6218,68.85881
1777,1772341,Wreck-It Ralph,111113,69.00369
1778,398286,Tangled,45499,69.03592
1779,1323594,Despicable Me,94777,69.168655
1780,2294629,Frozen,122904,69.21596
1781,2948356,Zootopia,138036,69.352615
1782,120363,Toy Story 2,3267,69.507645
1783,2380307,Coco,122918,69.523056
1784,126029,Shrek,3668,69.68466
1785,2096673,Inside Out,116797,69.703705
1786,382932,Ratatouille,40815,69.76304
1787,435761,Toy Story 3,52287,69.87157
1788,198781,"Monsters, Inc.",4816,69.94869
1789,1049413,Up,81229,69.9813
1790,266543,Finding Nemo,5995,70.00184
1791,114709,Toy Story,2501,70.03008
1792,1010048,Slumdog Millionaire,78499,71.99857
1793,108399,True Romance,1959,71.99972
1794,104036,The Crying Game,1518,72.001656
1795,162677,Summer of Sam,4033,72.00181
1796,113243,Hackers,2378,72.00353
1797,96244,Tequila Sunrise,1231,72.00368
1798,2980516,The Theory of Everything,139644,73.32508
1799,352248,Cinderella Man,8970,73.32551
1800,120679,Frida,3388,73.32638
1801,108101,Shadowlands,1921,73.326485
1802,1135503,Julie & Julia,85510,73.32656
1803,335119,Girl with a Pearl Earring,8636,73.32738
1804,89755,Out of Africa,955,73.32819
1805,34583,Casablanca,34,74.48223
1806,31381,Gone with the Wind,17,74.48268
1807,45793,From Here to Eternity,101,74.488045
1808,59113,Doctor Zhivago,236,74.4893
1809,110322,Legends of the Fall,2072,74.49927
1810,116209,The English Patient,2662,74.500694
1811,43265,The African Queen,73,75.38719
1812,104231,Far and Away,1552,75.39109
1813,80453,The Blue Lagoon,532,75.39394
1814,162222,Cast Away,4023,75.39518
1815,163978,The Beach,4040,75.39577
1816,104839,Medicine Man,1597,75.39753
1817,416320,Match Point,48304,75.987236
1818,90329,Witness,1019,75.988045
1819,43278,An American in Paris,79,76.2269
1820,203009,Moulin Rouge!,4865,76.23392
1821,293508,The Phantom of the Opera,6753,76.23679
1822,38787,Notorious,46,76.54713
1823,61395,Belle de Jour,248,76.69173
1824,63518,Romeo and Juliet,280,76.70437
1825,174480,Autumn in New York,4299,77.007805
1826,90060,St. Elmo's Fire,999,77.01048
1827,84434,An Officer and a Gentleman,671,77.058395
1828,118055,Up Close & Personal,2944,77.1302
1829,91867,A Room with a View,1084,77.23842
1830,90830,Children of a Lesser God,1030,77.282814
1831,111693,When a Man Loves a Woman,2167,77.28505
1832,112679,Circle of Friends,2300,77.36109
1833,279113,The Good Girl,6440,77.38216
1834,114887,A Walk in the Clouds,2530,77.43696
1835,96332,The Unbearable Lightness of Being,1237,77.44006
1836,103994,Like Water for Chocolate,1517,77.53505
1837,114057,Othello,2422,77.53917
1838,110367,Little Women,2080,77.58759
1839,117509,Romeo + Juliet,2819,77.60222
1840,94947,Dangerous Liaisons,1211,77.61555
1841,119223,Great Expectations,3101,77.62121
1842,106226,The Age of Innocence,1687,77.67361
1843,104454,Howards End,1580,77.70858
